MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
378111979,2020-01-01T00:00:15,25.78650,-80.17905,0.1,239.0,340.0,CINQUE MARE,,ZJL8786,37,0,,,,37,A
338349342,2020-01-01T00:00:01,25.89543,-80.12870,0.0,360.0,511.0,HUEYS ISLAND,IMO0000000,,37,,25,8,,,B
367754870,2020-01-01T00:00:11,29.31685,-91.74226,2.6,101.3,511.0,MISS BEHAVIN,,WDJ2062,30,,21,7,,,B
367057590,2020-01-01T00:00:07,40.56028,-89.66591,0.1,148.6,48.0,CARL CANNON,,WDC6533,31,12,41,14,,,A
367400840,2020-01-01T00:00:00,27.82507,-97.43794,102.3,360.0,511.0,DRY TORTUGAS,IMO9585089,WDE8043,90,0,49,12,3.7,38,A
367362710,2020-01-01T00:00:05,30.11465,-90.97524,0.0,212.6,295.0,ARTHUR J CARSON,IMO8842337,WDE5148,31,0,27,9,,,A
367771790,2020-01-01T00:00:12,30.32385,-81.65733,0.1,13.4,277.0,LA SIRENA,,WDJ3827,37,0,38,8,,,A
367604480,2020-01-01T00:00:10,29.40930,-94.82358,6.9,154.4,153.0,ALBERT CENAC,,WDH3120,31,8,21,,,,A
367063030,2020-01-01T00:00:06,31.11410,-81.48840,0.0,0.0,511.0,EMERALD PRINCESS II,IMO8993057,WDC6906,60,0,51,12,,60,A
367712150,2020-01-01T00:00:03,35.10305,-92.55039,0.0,43.0,318.0,DREDGE DAVID H,,WDI5790,,15,61,,,,A
367626460,2020-01-01T00:00:06,29.61637,-89.88867,0.0,360.0,511.0,TEXAS,IMO8851338,WDH5292,31,0,19,7,,,A
367637880,2020-01-01T00:00:06,30.04454,-93.82016,0.0,236.1,511.0,IMAGINE THAT,,WDH6431,37,15,21,,,,A
367433770,2020-01-01T00:00:03,47.65954,-122.37992,0.0,307.1,9.0,DEFENDER,IMO7332062,WDF2949,30,0,59,12,4.9,,A
316023339,2020-01-01T00:00:07,44.12440,-82.86403,10.9,301.3,299.0,THUNDER BAY,IMO9601039,CFN6288,70,0,225,23,14.8,,A
367427050,2020-01-01T00:00:07,30.07637,-93.33826,0.2,259.1,511.0,DEBRA DEVALL,,WDF2296,31,15,12,5,,0,A
338350532,2020-01-01T00:00:13,34.21350,-77.83210,0.1,111.4,511.0,JESSICA LEE,IMO0000000,WDK9991,37,,0,0,,,B
367747610,2020-01-01T00:00:07,29.95522,-90.02886,14.7,290.1,511.0,BRANDON G,,WDI9334,60,0,,,,,A
367710720,2020-01-01T00:00:07,34.78773,-87.66719,0.9,229.5,511.0,RUTH E,,WDI5650,31,0,14,,,,A
367528070,2020-01-01T00:00:10,29.76098,-95.09073,5.2,201.8,511.0,MICHELLE ELISE,,WDG3632,31,0,19,7,,,A
495270931,2020-01-01T00:00:00,26.08925,-80.11650,0.4,67.9,511.0,PILOTN0;4,,WDA5463,50,15,0,0,0.0,0,A
368004190,2020-01-01T00:00:01,41.70127,-83.45152,3.2,334.6,327.0,KRISTIN JOELLE,IMO6604016,WDJ7186,31,0,25,7,,31,A
367076210,2020-01-01T00:00:02,39.81354,-75.40515,0.0,0.1,36.0,WICOMICO,IMO9377444,WDC7747,31,8,29,10,4.0,32,A
367740790,2020-01-01T00:00:00,45.59401,-122.77774,0.0,329.6,329.0,JAKE SHEARER,IMO9792773,WDI8655,31,5,33,,,,A
367301540,2020-01-01T00:00:07,41.48694,-70.55411,9.6,290.0,511.0,CONOR AND MICHAEL,IMO7908067,WDD8696,30,,22,6,2.7,,B
367507070,2020-01-01T00:00:05,30.76427,-88.05536,0.0,239.7,275.0,WOODY RICHERSON,,WDF9621,31,8,26,9,,,A
367784630,2020-01-01T00:00:07,40.74440,-73.97064,0.1,115.7,210.0,HAPPY HAULER,,WDJ5131,60,15,,,,,A
367367270,2020-01-01T00:00:08,40.76326,-74.00341,0.0,86.3,511.0,CIRCLELINE MANHATTAN,,WDE5474,60,0,47,10,,0,A
367098030,2020-01-01T00:00:06,53.91006,-166.51229,0.1,289.0,511.0,KONA KAI,IMO8852667,WBS9245,30,0,24,7,,,A
367561320,2020-01-01T00:00:07,31.08696,-91.61900,0.0,230.7,511.0,MR ROLAND,,WDG6848,31,0,19,7,,,A
367548230,2020-01-01T00:00:08,29.95985,-90.28808,0.1,221.0,511.0,LOUISIANA PRIDE,,WDG5594,31,0,19,,,,A
367402650,2020-01-01T00:00:09,38.80124,-84.20866,0.0,193.0,131.0,NANCY STURGIS,,WDE8196,31,15,28,7,,31,A
367741530,2020-01-01T00:00:00,27.21461,-82.51281,0.0,71.9,511.0,RIVERDANCE,,WDI8727,37,,,,,,B
367702550,2020-01-01T00:00:06,29.93423,-90.18484,0.5,222.0,169.0,SAFETY TEAM,,WDI4838,31,15,21,8,,,A
367464840,2020-01-01T00:00:09,29.68444,-89.96956,0.0,133.1,511.0,MR JOE,,WDF5575,31,15,15,6,,,A
338417000,2020-01-01T00:00:06,47.63009,-122.38094,0.0,174.2,358.0,SIKULIAQ,IMO9578945,WDG7520,90,5,70,15,6.0,,A
366855060,2020-01-01T00:00:05,33.89200,-118.56677,0.1,107.2,511.0,NEW DEL MAR,,WDA8503,60,15,22,7,,,A
367652650,2020-01-01T00:00:04,33.35447,-118.31258,9.7,274.9,511.0,TWO HARBORS,,WDH7890,60,0,24,6,,,A
367105510,2020-01-01T00:00:01,45.61211,-122.64523,0.0,0.0,511.0,HENRY BRUSCO,IMO7829778,WDC9691,31,0,30,8,,,A
367011510,2020-01-01T00:00:00,29.78221,-95.09993,0.0,221.5,511.0,PROVIDER,,WCQ4194,31,0,18,7,,,A
636013273,2020-01-01T00:00:13,29.93783,-89.99763,8.1,304.2,304.0,NS LION,IMO9339313,A8LU8,80,0,248,43,14.9,89,A
367142830,2020-01-01T00:00:14,29.98377,-90.39731,0.1,102.2,511.0,ALABAMA,IMO6408981,WCZ9221,31,0,25,7,2.4,52,A
338237068,2020-01-01T00:00:14,33.72365,-118.26984,6.3,341.8,342.0,NORTHWIND,IMO0000000,WRE5749,37,,120,24,,,B
367748320,2020-01-01T00:00:15,38.42643,-82.59639,0.0,250.4,156.0,ENERGY,,WDI9406,31,0,34,9,,,A
367126620,2020-01-01T00:00:01,34.22405,-77.95458,0.0,259.4,511.0,CAPE HENRY,IMO6807022,WBK3240,31,0,31,8,4.7,52,A
367016920,2020-01-01T00:00:05,42.60947,-73.76228,0.0,113.0,511.0,MARGOT,IMO5222043,WDC3949,31,0,27,7,,31,A
366967720,2020-01-01T00:00:10,36.77867,-89.11955,4.6,1.5,511.0,A J MORRIS,,WDB9006,31,0,17,6,,,A
366798310,2020-01-01T00:00:07,37.77810,-122.68777,1.2,126.4,114.0,SAN FRANCISCO,IMO9245469,WDA3425,90,0,31,9,,,A
366122640,2020-01-01T00:00:11,41.36349,-71.21404,8.1,265.4,511.0,LIGHTNING BAY,IMO8886149,WAS4718,30,,23,7,,,B
338199471,2020-01-01T00:00:12,29.55942,-95.04096,0.0,360.0,511.0,BEBE,IMO0000000,,37,,13,6,,,B
366999974,2020-01-01T00:00:13,40.67273,-74.09021,0.0,86.0,156.0,CG LINE,,NAOF,90,0,19,5,,,A
316006356,2020-01-01T00:00:00,48.41476,-123.38603,0.1,271.4,511.0,R N HODDER,,CFH8576,31,0,13,5,2.8,,A
367561070,2020-01-01T00:00:02,48.75421,-122.50611,0.0,360.0,511.0,STEELHEAD,IMO7940211,WDG6826,30,0,24,7,,,A
367630830,2020-01-01T00:00:08,28.51219,-96.80187,5.4,159.4,158.0,TUG DEVALL,,WDH5726,31,15,19,,,,A
368012560,2020-01-01T00:00:06,40.69689,-74.00412,7.6,29.0,30.0,BROOKLYN,IMO9265718,WDJ8046,31,0,25,7,,31,A
367350460,2020-01-01T00:00:12,29.78686,-94.01888,5.6,55.1,511.0,MADELINE,,WDF2406,31,12,29,9,,,A
366595000,2020-01-01T00:00:08,29.31431,-94.78404,0.0,256.8,357.0,TEXAS RESPONDER,IMO9044669,WBO8579,90,0,63,13,4.4,54,A
367667060,2020-01-01T00:00:05,45.95070,-119.08194,8.0,57.3,57.0,GRANITE POINT,,WDH9342,31,0,29,,,,A
367684260,2020-01-01T00:00:10,29.12267,-90.20140,0.0,1.0,183.0,PELICAN ISLAND,IMO9744166,WDI3030,90,0,84,,,,A
367190630,2020-01-01T00:00:02,41.72477,-87.54003,0.0,70.0,511.0,KANSAS,,WE7221,31,15,22,6,,,A
338334549,2020-01-01T00:00:10,26.78614,-80.03814,0.0,360.0,511.0,LJ IV,IMO0000000,,37,,16,5,,,B
366984250,2020-01-01T00:00:08,38.58275,-90.21434,0.0,311.0,50.0,ARDYCE RANDALL,,WDB9870,31,0,40,14,,,A
367586250,2020-01-01T00:00:11,29.13940,-90.22176,0.0,204.0,178.0,FINN FALGOUT,IMO7390765,WDG9283,31,0,45,12,6.2,32,A
367098660,2020-01-01T00:00:11,30.07689,-93.33818,7.6,29.5,34.0,CAPT CALVIN DEVALL,,WDC9186,31,5,19,7,,,A
367122290,2020-01-01T00:00:05,29.72360,-95.23484,0.0,115.8,511.0,ILLINI COURAGE,,WDJ2366,31,0,18,7,,31,A
309951000,2020-01-01T00:00:05,18.11030,-64.85885,20.2,251.8,251.0,NORWEGIAN GEM,IMO9355733,C6VG8,60,0,294,37,8.2,69,A
367116570,2020-01-01T00:00:07,39.26880,-74.98208,0.0,258.2,511.0,SORENSEN MILLER,,WDD2540,60,0,32,7,,,A
367762080,2020-01-01T00:00:07,32.85457,-79.95262,0.0,49.0,238.0,JEFFREY MCALLISTER,IMO9813606,WDJ2825,31,0,,,,,A
369493311,2020-01-01T00:00:00,46.28110,-124.04596,0.0,220.3,511.0,CG47260,,,90,15,14,,,,A
366916960,2020-01-01T00:00:01,34.95347,-92.48945,3.3,274.5,275.0,BILL STEGBAUER,,WCW2551,31,0,39,12,,,A
367747120,2020-01-01T00:00:05,41.31499,-88.67888,0.0,251.8,112.0,CLARENCE NIXON,,WDI9282,31,12,26,10,,,A
367005280,2020-01-01T00:00:05,30.05951,-93.37452,4.7,81.1,511.0,CREOLE ANN,,WDC3286,31,0,18,7,,,A
366999606,2020-01-01T00:00:07,48.10707,-122.77284,0.0,161.8,511.0,CG OSPREY,,NBRF,90,5,26,5,,,A
368009780,2020-01-01T00:00:07,40.53770,-74.25353,0.0,0.1,46.0,SEELEY,IMO8987113,WDJ7752,31,15,23,7,,,A
368116960,2020-01-01T00:00:10,38.93448,-82.11310,0.0,169.6,511.0,EDMCLAUGHLIN,,WDL2954,8,0,0,0,3.3,8,A
367163760,2020-01-01T00:00:11,29.72430,-95.27145,0.0,180.5,511.0,GIBB GILCHRIST,IMO8643171,WDJ3397,60,0,80,20,,,A
369970732,2020-01-01T00:00:01,37.17069,-89.06942,0.0,360.0,511.0,GORDON M STEVENS,,APPLY,90,0,37,10,2.4,,A
316020871,2020-01-01T00:00:02,49.31067,-123.10683,0.0,187.0,4.0,SEASPAN EAGLE,IMO9432971,CFN6642,31,0,28,12,5.3,,A
367750310,2020-01-01T00:00:06,29.59878,-89.19718,0.9,36.0,511.0,DIAMOND TENDER,,WDI9600,31,0,14,6,,,A
367668760,2020-01-01T00:00:01,36.45740,-89.47222,8.3,270.0,280.0,QUENTON CRAIG HARRIS,IMO8836560,WDH9504,31,0,42,15,,31,A
367314350,2020-01-01T00:00:00,33.99032,-91.36022,0.1,281.5,511.0,CAPT SAM YOUNT,,WDD9642,31,0,25,9,,,A
316007990,2020-01-01T00:00:02,49.31271,-123.10689,0.0,292.9,358.0,SEASPAN ROGUE,IMO9412127,CFEW,31,0,33,10,4.0,32,A
367309860,2020-01-01T00:00:02,21.31040,-157.87317,0.5,285.6,322.0,NAMAHOE,IMO9162863,WDD9321,31,0,32,11,4.5,,A
367148870,2020-01-01T00:00:07,39.94158,-75.14093,0.0,0.0,511.0,FREEDOM ELITE,,WDD4775,60,15,24,6,,,A
367613490,2020-01-01T00:00:11,29.18749,-89.26542,8.6,336.5,336.0,GREAT EXPECTATIONS,IMO9703693,WDH4032,90,0,95,20,,,A
366956790,2020-01-01T00:00:05,36.29803,-89.58775,0.1,223.7,305.0,COOP ENTERPRISE,,WDB8316,31,0,56,16,,,A
367530040,2020-01-01T00:00:03,45.64349,-122.75267,0.0,17.1,231.0,WASHINGTON,IMO8207733,WDG3825,31,0,28,11,,52,A
367335830,2020-01-01T00:00:03,39.71727,-75.51787,0.0,248.6,511.0,MADELINE,,WDE3220,31,0,23,9,,52,A
367702360,2020-01-01T00:00:09,37.01214,-89.16785,0.0,10.8,322.0,RON W CALLEGAN,,WDI4821,31,10,53,16,,31,A
338232181,2020-01-01T00:00:11,25.31752,-80.27705,0.2,192.3,511.0,PURELY PLEASURE,,,40,,,,,,B
367498910,2020-01-01T00:00:11,29.54631,-90.69968,3.2,245.4,511.0,DELTA RULER,IMO8037164,WDF8818,31,0,20,7,,52,A
367007520,2020-01-01T00:00:12,27.85349,-97.17378,0.1,171.5,511.0,BROWN WATER V,,WDC3414,31,15,14,6,,0,A
367434020,2020-01-01T00:00:06,36.51660,-75.75430,7.9,165.0,157.0,BJOYCE,,WDH2127,37,0,17,5,,37,A
367028880,2020-01-01T00:00:05,29.97077,-93.33563,6.4,5.4,511.0,DINO JOHN,,WCX6387,31,0,15,6,,31,A
367151450,2020-01-01T00:00:09,29.36185,-94.77983,0.0,54.1,511.0,RAY STOKER; JR,IMO9158719,WDJ3395,60,0,80,19,,,A
367570840,2020-01-01T00:00:06,29.70778,-95.04563,0.0,240.7,98.0,KARL SENNER,,WDG7788,31,15,27,,,,A
368488000,2020-01-01T00:00:05,57.77685,-152.41293,0.0,0.0,35.0,MELANIE,IMO8855061,WBR9969,30,0,23,8,,,A
367608470,2020-01-01T00:00:05,29.71337,-95.25195,0.0,262.3,88.0,SAN SALVADOR,,WDH3551,31,12,26,,,,A
368072250,2020-01-01T00:00:12,30.15973,-91.00470,0.1,250.4,511.0,CAPT ZIGGY,,WDK6207,57,0,23,10,3.0,57,A
367702470,2020-01-01T00:00:12,30.01240,-90.73998,0.0,229.1,190.0,SAFETY LEGEND,,WDI4831,31,0,21,8,,31,A
366995590,2020-01-01T00:00:12,30.21488,-91.05350,0.0,322.5,281.0,NECHES,,WDC2613,31,0,18,7,,,A
367710250,2020-01-01T00:00:00,38.82825,-90.10880,0.0,360.0,511.0,EAGER BEAVER,,WDI5599,31,15,14,5,,,A
369037000,2020-01-01T00:00:06,25.86657,-85.23126,15.2,131.4,125.0,TEXAS,IMO9704788,KTEO,80,0,183,,,,A
367551270,2020-01-01T00:00:07,30.29058,-91.22163,0.1,142.0,511.0,AVA HAYS,,WDG5882,31,0,17,7,,90,A
367604920,2020-01-01T00:00:12,30.09603,-90.90939,0.0,25.1,347.0,KAREN ANN,,WDH3163,31,0,27,,,,A
367472930,2020-01-01T00:00:18,38.86637,-76.42533,5.7,188.0,511.0,ISLAND LOOKOUT,,WDF6311,31,0,19,7,,31,A
367515850,2020-01-01T00:00:08,40.64688,-74.04410,0.2,83.9,22.0,DISCOVERY COAST,IMO9655406,WDG2458,31,0,29,10,,,A
368022870,2020-01-01T00:00:07,25.32167,-80.28726,0.0,360.0,511.0,NEWS CAST,IMO0000000,,37,,12,10,,,B
367723430,2020-01-01T00:00:06,39.11266,-84.48209,0.0,360.0,511.0,DESTINY,,WDI6906,60,0,29,7,,,A
369818000,2020-01-01T00:00:07,27.81159,-83.39483,10.5,124.0,124.0,MARTIN EXPLORER,IMO9160853,WDB3168,31,0,154,20,7.2,31,A
367390740,2020-01-01T00:00:04,40.95005,-73.06840,0.0,0.0,511.0,SEAWOLF,IMO8853489,WDE7235,90,0,24,6,,90,A
367712160,2020-01-01T00:00:10,34.74876,-92.24093,0.0,360.0,511.0,CHRIS M,,WDI5791,31,15,15,,,,A
477287000,2020-01-01T00:00:02,33.63684,-118.29158,10.5,256.8,263.0,SAGA WIND,IMO9074078,VRUR7,70,0,199,30,11.8,,A
538005600,2020-01-01T00:00:00,34.07981,-76.44254,16.2,44.3,44.0,GLOVIS SUMMIT,IMO9702417,V7EL8,70,0,199,35,10.0,,A
338345406,2020-01-01T00:00:00,34.24765,-119.26559,0.0,360.0,511.0,S/V SURPRISE,IMO0000000,,36,,12,4,,,B
367384520,2020-01-01T00:00:06,37.14117,-76.64101,8.2,180.0,175.0,ANNE JARRETT,IMO9548378,WDH9121,31,5,28,9,3.5,52,A
367619240,2020-01-01T00:00:08,30.05905,-93.54408,6.2,89.6,511.0,KIEFFER E BAILEY,,WDH4584,31,12,23,,,,A
367671170,2020-01-01T00:00:06,36.93084,-76.33027,0.0,244.0,511.0,G M MCALLISTER,IMO8218902,WDH9744,31,15,32,10,,52,A
367015930,2020-01-01T00:00:10,29.13272,-89.12087,5.4,263.8,511.0,MISS APRIL,,WDC3896,31,0,17,6,,52,A
367765140,2020-01-01T00:00:07,30.34601,-88.50477,0.0,31.0,89.0,CULLEN PASENTINE,,WDJ3136,31,0,,,,,A
366088000,2020-01-01T00:00:11,29.14327,-90.21252,0.0,78.1,511.0,THUNDER,IMO9684847,WDH7787,90,0,76,18,5.9,,A
367564470,2020-01-01T00:00:07,35.10173,-90.08570,0.0,298.6,323.0,ANDREW GOLDING,,WDG7160,31,12,27,,,,A
367467170,2020-01-01T00:00:11,29.68514,-91.14966,0.0,360.0,511.0,CAPT MARK,,WDF5784,31,15,15,6,,,A
354899000,2020-01-01T00:00:08,29.89713,-117.65698,1.3,116.6,42.0,PHOENIX LEADER,IMO9283875,H9NY,70,0,199,32,10.0,,A
366942880,2020-01-01T00:00:08,28.92685,-95.28589,1.4,145.2,143.0,NEWPORT,IMO8308616,WRC2930,90,3,80,16,5.1,,A
636019186,2020-01-01T00:00:01,32.16140,-120.02415,11.9,266.2,264.0,NAVIOS VEGA,IMO9403102,D5TI6,70,0,190,32,-12.5,70,A
367703230,2020-01-01T00:00:05,37.90416,-87.31676,0.0,360.0,511.0,CAPT ELROY,,WDI4901,31,15,12,,,,A
367186070,2020-01-01T00:00:06,29.31204,-94.78596,0.0,209.4,511.0,CAPT STOKES,IMO8964288,WDJ6330,60,15,40,7,2.1,,A
338871000,2020-01-01T00:00:07,34.02187,-77.94736,0.0,348.5,28.0,STEPHANIE DANN,IMO8968600,WCD9870,31,0,28,8,3.8,,A
366937040,2020-01-01T00:00:08,34.46701,-88.35176,4.6,67.2,511.0,KRISTI P SMITH,,WDH3347,31,15,28,9,,31,A
367382920,2020-01-01T00:00:10,25.78081,-80.18027,0.0,255.6,24.0,CAPT JIMMY T MORAN,IMO9549968,WDE6653,31,0,26,10,,52,A
367668090,2020-01-01T00:00:01,40.51839,-74.24795,0.0,278.6,511.0,NAVIGATOR,IMO8999776,WDH9440,31,15,19,7,,,A
316004658,2020-01-01T00:00:08,48.78743,-123.34542,7.7,186.1,511.0,OCEAN MONARCH,,VG6686,31,0,14,5,2.5,,A
367694480,2020-01-01T00:00:11,30.69376,-88.03448,0.0,259.7,354.0,JACKSON III,,WDI4035,31,15,28,10,,,A
366785430,2020-01-01T00:00:14,56.81091,-132.96436,0.0,0.0,511.0,FRIGIDLAND,,WCZ9249,30,,21,5,,,B
367101390,2020-01-01T00:00:04,35.19802,-75.78417,11.0,165.8,511.0,HATTERAS,,WDC9373,60,0,51,13,,,A
367532820,2020-01-01T00:00:11,37.92948,-87.36703,1.7,291.7,511.0,ELEANOR G MCDONALD,,WDG4086,31,0,38,13,,,A
249345000,2020-01-01T00:00:05,27.82147,-97.43213,2.5,119.7,125.0,HAFNIA HENRIETTE,IMO9726607,9HA4204,80,0,183,,,,A
316001269,2020-01-01T00:00:04,48.90345,-123.26284,17.9,41.9,43.0,SPIRIT OF V I,IMO9030682,CFL2070,60,0,167,32,5.0,,A
367702340,2020-01-01T00:00:02,36.96041,-89.09527,0.0,234.6,11.0,ROBERT L POSEY,,WDI4819,31,11,53,16,,,A
367389640,2020-01-01T00:00:00,37.81316,-122.45189,12.3,274.4,511.0,OSKI,,WYD3004,60,0,21,7,,,A
566059000,2020-01-01T00:00:00,25.42605,-90.15063,20.3,137.0,135.0,STAR QUALITY,IMO9438494,9V9355,70,0,162,26,9.7,,A
338760000,2020-01-01T00:00:13,30.38734,-81.53963,5.5,87.2,89.0,ISLA BELLA,IMO9680841,WTOI,70,0,233,32,10.4,,A
366917160,2020-01-01T00:00:16,29.46801,-94.64455,5.7,65.4,65.0,CHERYL STEGBAUER,,WYN6276,31,0,34,10,,,A
367744870,2020-01-01T00:00:18,27.75571,-82.73382,0.0,360.0,511.0,THE 2ND SALT LIFE,,WDI9062,37,,,,,,B
367439480,2020-01-01T00:00:01,59.60426,-151.42234,0.0,0.0,511.0,PEREGRINE,,WCZ7941,90,0,23,7,,,A
366998130,2020-01-01T00:00:11,29.97449,-90.39977,0.0,204.0,511.0,TAYLOR MARIE,IMO8635930,WDC2822,31,0,20,7,,0,A
368005850,2020-01-01T00:00:10,26.10253,-80.12277,0.0,316.0,180.0,PILOT NO 7,IMO9823699,WDJ7349,,0,,,,,A
367719730,2020-01-01T00:00:07,29.95278,-90.05588,0.0,101.1,354.0,COL FRANK X ARMIGER,,WDI6539,60,0,26,9,,60,A
367677850,2020-01-01T00:00:03,32.72406,-117.22603,0.0,360.0,511.0,CONDOR,,WDI2408,60,0,24,7,,,A
367161940,2020-01-01T00:00:06,36.88054,-75.91128,7.6,135.6,138.0,KATHERINE,IMO7914585,WDD5676,31,0,30,9,4.2,,A
367343490,2020-01-01T00:00:02,37.04587,-89.17561,7.7,191.4,189.0,TERRY E BENNETT,,WDE3737,31,0,18,8,,,A
366950740,2020-01-01T00:00:05,30.13424,-91.01459,5.9,62.9,62.0,AMERICAN QUEEN,IMO9084542,WDG2957,60,8,117,25,,,A
220245000,2020-01-01T00:00:08,25.77447,-80.05076,7.1,63.3,74.0,ADRIAN MAERSK,IMO9260457,OXLD2,70,0,352,42,15.0,,A
367118980,2020-01-01T00:00:16,29.79059,-95.06396,0.1,237.5,312.0,CAPT J A MORGAN,,WDD2725,31,0,22,9,,31,A
367051340,2020-01-01T00:00:06,29.31202,-94.80351,0.0,221.2,511.0,BILL SPENCE,,WAN6438,31,0,18,8,,31,A
367699290,2020-01-01T00:00:02,38.32711,-85.65700,0.0,360.0,511.0,KEVIN MICHAEL,,WDI4500,31,8,16,6,,,A
366919940,2020-01-01T00:00:13,29.72533,-95.26869,8.8,271.1,511.0,FRANCES E HADEN,IMO7642132,WX9254,31,0,25,8,,52,A
367082540,2020-01-01T00:00:01,26.76680,-80.04614,0.0,243.1,511.0,POPS,,WDC8157,31,0,21,7,,52,A
367753210,2020-01-01T00:00:15,30.07461,-90.89985,0.0,360.0,511.0,MR RUBEN,IMO9785251,WDI9894,31,0,,,,,A
338341000,2020-01-01T00:00:03,34.14871,-119.20300,0.0,337.8,268.0,HARVEY CHALLENGER,IMO9780835,WDI2331,90,5,60,,,,A
367098010,2020-01-01T00:00:03,36.85863,-76.34686,0.0,5.4,511.0,GOLD COAST,IMO8852540,WDC9135,31,0,18,7,,,A
366998830,2020-01-01T00:00:06,35.98326,-121.67769,9.1,141.3,511.0,ROYAL MELBOURNE,,WDC2865,31,0,23,7,,0,A
367320010,2020-01-01T00:00:01,43.75206,-124.23319,0.9,31.8,511.0,GALWAY BAY,IMO0000000,WB06953,30,,22,7,,,B
367662840,2020-01-01T00:00:01,40.73266,-74.01815,6.1,7.0,511.0,MAJESTIC PRINCESS,,WDH8920,60,0,32,7,,,A
367683590,2020-01-01T00:00:02,39.71327,-91.35570,0.0,360.0,511.0,SIR RANDALL,,WDI2967,31,15,16,,,,A
367321280,2020-01-01T00:00:03,38.82956,-82.15589,0.0,72.9,38.0,DR EDWIN H WELCH,,WDE2164,31,0,33,8,,52,A
367504570,2020-01-01T00:00:01,57.77812,-152.41404,0.0,186.1,47.0,HICKORY WIND,IMO7828877,WDF9382,30,7,22,6,,,A
366963470,2020-01-01T00:00:05,38.82425,-90.11133,7.9,188.6,511.0,RALPH E PLAGGE,,WDB8741,31,15,39,13,,,A
354215000,2020-01-01T00:00:07,27.22647,-76.30585,17.5,170.8,167.0,CARNIVAL PRIDE,IMO9223954,H3VU,60,0,292,38,7.8,,A
367524680,2020-01-01T00:00:08,38.23546,-85.84127,0.0,242.7,511.0,MADISEN ANN,,WDG3305,31,15,21,,,,A
366997430,2020-01-01T00:00:06,29.57134,-90.70941,0.0,146.6,511.0,VIRGIE CENAC,,WDC2765,31,0,18,6,,,A
368023040,2020-01-01T00:00:11,26.44596,-80.06581,0.0,97.8,511.0,GALATI TRD,IMO0000000,WDJ9135,37,,13,6,,,B
367702880,2020-01-01T00:00:13,25.73718,-80.21877,0.0,360.0,511.0,PAMPA II,,WDI4869,37,0,19,,,,A
367189890,2020-01-01T00:00:00,34.38767,-119.89633,9.6,117.0,117.0,ADELE ELISE,IMO9383792,WDD7691,90,0,67,16,4.9,0,A
367767180,2020-01-01T00:00:12,29.62640,-89.90785,0.2,131.0,308.0,AMERICAN PHAROAH,IMO8850982,WDJ3351,31,12,32,10,,,A
367680160,2020-01-01T00:00:06,29.63449,-94.30326,1.6,242.4,244.0,TEENIE SONIER,,WDI2635,31,0,23,,,,A
366950450,2020-01-01T00:00:02,43.69542,-70.11461,10.1,100.6,511.0,MAQUOIT II,,WCK3223,60,15,27,,,,A
367702530,2020-01-01T00:00:09,30.01158,-90.76315,0.0,25.2,76.0,SAFETY SPIRIT,,WDI4836,31,0,21,8,,31,A
367732620,2020-01-01T00:00:13,29.22256,-80.90913,2.2,141.8,511.0,JIMMY & JOHNNY JR,IMO8969941,WDI7829,30,,26,7,,,B
367004120,2020-01-01T00:00:14,30.04027,-90.63501,0.8,162.7,511.0,ANGELA RAE,,WCP6283,31,15,16,7,,,A
367708870,2020-01-01T00:00:01,40.49789,-80.07603,0.0,360.0,511.0,CTC,,WDI5469,31,8,17,,,,A
366896390,2020-01-01T00:00:02,39.32094,-76.20929,0.0,260.6,511.0,G L 55,,WDB4250,90,3,48,18,,,A
367161570,2020-01-01T00:00:01,33.34673,-118.32316,0.1,360.0,511.0,ISLAND EXPLORER 3,,WDD5656,60,0,23,7,,,A
369970966,2020-01-01T00:00:02,21.35336,-157.94026,0.0,224.3,275.0,95SC1203,,,90,15,,,,,A
367002190,2020-01-01T00:00:00,46.20127,-123.38713,0.0,278.0,232.0,JACK BRUSCO,IMO7200867,WDC3066,31,0,37,9,4.5,,A
367027570,2020-01-01T00:00:03,34.01989,-119.14947,6.8,295.3,302.0,CHINOOK,IMO7129817,WCY2791,31,0,40,10,4.8,32,A
368067520,2020-01-01T00:00:14,28.69663,-89.39602,0.0,271.2,511.0,,,,,15,,,,,A
367496150,2020-01-01T00:00:15,29.96351,-93.86164,0.0,225.9,136.0,,,,,15,,,,,A
368888000,2020-01-01T00:00:15,30.34558,-88.51037,0.0,39.8,89.0,,,,,5,,,,,A
368042970,2020-01-01T00:00:07,36.90694,-76.08953,0.0,243.0,511.0,,,,,15,,,,,A
368102350,2020-01-01T00:00:07,38.53905,-90.25547,0.0,205.1,511.0,,,,,0,,,,,A
368014720,2020-01-01T00:00:06,29.72607,-93.86983,0.0,212.8,511.0,,,,,15,,,,,A
367750940,2020-01-01T00:00:06,25.79889,-80.24908,0.0,360.0,511.0,,,,,3,,,,,A
366966550,2020-01-01T00:00:07,36.80464,-121.78511,0.0,306.4,511.0,,,,,15,,,,,A
368031490,2020-01-01T00:00:06,33.97618,-118.44429,0.0,248.0,511.0,,,,,0,,,,,A
368016140,2020-01-01T00:00:06,31.66855,-88.07750,3.5,5.5,355.0,,,,,1,,,,,A
